date,ccu_ww,ccu_au,ccu_as,ccu_af,ccu_eu,ccu_sa,ccu_na
2022-01-08 00:00:00,330,77,118,16,22,79,111
2022-01-08 00:10:00,326,76,123,16,22,76,113
2022-01-08 00:20:00,326,79,118,15,21,80,111
2022-01-08 00:30:00,337,83,131,16,22,81,111
2022-01-08 00:40:00,360,89,124,16,23,88,124
2022-01-08 00:50:00,393,94,142,18,24,94,134
2022-01-08 01:00:00,395,98,150,20,26,94,138
2022-01-08 01:10:00,424,101,164,20,27,99,144
2022-01-08 01:20:00,434,107,151,20,28,106,151
2022-01-08 01:30:00,452,115,167,22,31,115,156
2022-01-08 01:40:00,480,116,177,23,32,115,162
2022-01-08 01:50:00,487,118,183,23,32,119,169
2022-01-08 02:00:00,457,106,179,19,29,103,146
2022-01-08 02:10:00,412,100,144,19,28,98,144
2022-01-08 02:20:00,405,100,145,19,28,99,144
2022-01-08 02:30:00,408,95,140,20,27,99,137
2022-01-08 02:40:00,402,97,149,18,28,96,135
2022-01-08 02:50:00,385,94,135,19,27,96,130
2022-01-08 03:00:00,380,89,138,17,25,92,126
2022-01-08 03:10:00,397,97,153,18,26,95,132
2022-01-08 03:20:00,418,100,155,19,28,96,141
2022-01-08 03:30:00,409,99,157,20,28,100,144
2022-01-08 03:40:00,410,99,157,21,28,99,140
2022-01-08 03:50:00,414,102,147,20,29,103,148
2022-01-08 04:00:00,452,105,168,21,29,104,150
2022-01-08 04:10:00,458,113,172,21,31,110,155
2022-01-08 04:20:00,493,118,192,24,32,117,174
2022-01-08 04:30:00,513,125,188,25,36,126,179
2022-01-08 04:40:00,516,127,213,25,35,128,180
2022-01-08 04:50:00,528,131,188,25,36,129,179
2022-01-08 05:00:00,558,131,217,27,37,134,183
2022-01-08 05:10:00,557,139,208,27,36,133,192
2022-01-08 05:20:00,559,139,222,27,37,142,194
2022-01-08 05:30:00,575,143,210,28,38,141,199
2022-01-08 05:40:00,580,137,213,27,40,141,195
2022-01-08 05:50:00,583,143,230,28,39,144,199
2022-01-08 06:00:00,569,142,195,29,39,141,203
2022-01-08 06:10:00,571,143,238,29,39,140,203
2022-01-08 06:20:00,582,141,217,27,40,144,195
2022-01-08 06:30:00,559,138,214,27,38,138,189
2022-01-08 06:40:00,579,142,224,28,39,137,200
2022-01-08 06:50:00,594,144,213,29,41,142,205
2022-01-08 07:00:00,608,144,233,30,41,150,210
2022-01-08 07:10:00,593,145,240,29,38,146,200
2022-01-08 07:20:00,562,139,220,27,38,141,197
2022-01-08 07:30:00,557,138,227,27,39,136,193
2022-01-08 07:40:00,582,143,206,27,39,145,200
2022-01-08 07:50:00,608,147,231,28,41,148,213
2022-01-08 08:00:00,612,149,234,29,41,146,210
2022-01-08 08:10:00,587,144,213,29,41,146,207
2022-01-08 08:20:00,600,147,245,28,40,146,206
2022-01-08 08:30:00,610,151,242,31,43,147,213
2022-01-08 08:40:00,612,151,240,30,42,155,211
2022-01-08 08:50:00,641,157,264,30,42,155,220
2022-01-08 09:00:00,650,161,254,31,43,157,222
2022-01-08 09:10:00,657,164,258,31,44,166,226
2022-01-08 09:20:00,660,157,236,32,46,158,225
2022-01-08 09:30:00,679,167,260,32,45,169,232
2022-01-08 09:40:00,665,163,261,33,46,164,233
2022-01-08 09:50:00,650,159,261,31,45,156,223
2022-01-08 10:00:00,656,158,234,32,43,159,219
2022-01-08 10:10:00,662,157,244,31,43,159,223
2022-01-08 10:20:00,639,161,226,30,44,162,219
2022-01-08 10:30:00,645,157,245,29,43,153,213
2022-01-08 10:40:00,606,146,221,30,38,150,206
2022-01-08 10:50:00,584,144,233,28,41,142,202
2022-01-08 11:00:00,585,148,222,27,40,140,200
2022-01-08 11:10:00,569,140,242,27,37,141,195
2022-01-08 11:20:00,574,141,231,28,39,143,195
2022-01-08 11:30:00,569,139,206,28,38,140,203
2022-01-08 11:40:00,565,137,220,28,39,143,198
2022-01-08 11:50:00,552,138,196,26,37,134,194
2022-01-08 12:00:00,553,136,222,27,38,138,190
2022-01-08 12:10:00,551,133,213,27,37,138,189
2022-01-08 12:20:00,557,135,225,27,37,139,196
2022-01-08 12:30:00,568,138,198,27,37,134,194
2022-01-08 12:40:00,547,133,203,26,38,128,189
2022-01-08 12:50:00,557,136,213,27,38,126,195
2022-01-08 13:00:00,555,136,194,26,37,134,190
2022-01-08 13:10:00,544,130,203,26,37,136,184
2022-01-08 13:20:00,548,134,202,25,36,131,187
2022-01-08 13:30:00,533,131,213,26,36,130,182
2022-01-08 13:40:00,526,132,214,25,34,132,184
2022-01-08 13:50:00,513,127,195,26,35,129,182
2022-01-08 14:00:00,529,126,191,24,36,131,179
2022-01-08 14:10:00,523,127,213,25,34,125,177
2022-01-08 14:20:00,528,128,193,26,35,124,179
2022-01-08 14:30:00,522,133,206,26,37,127,180
2022-01-08 14:40:00,558,133,226,26,36,132,186
2022-01-08 14:50:00,552,134,217,27,36,131,190
2022-01-08 15:00:00,580,140,225,28,38,135,195
2022-01-08 15:10:00,597,141,222,28,39,147,203
2022-01-08 15:20:00,598,150,249,29,40,150,208
2022-01-08 15:30:00,601,150,215,29,42,146,209
2022-01-08 15:40:00,602,153,225,28,40,151,212
2022-01-08 15:50:00,620,157,232,30,41,150,220
2022-01-08 16:00:00,614,153,257,30,44,151,220
2022-01-08 16:10:00,624,151,213,31,42,149,213
2022-01-08 16:20:00,624,150,253,31,41,152,212
2022-01-08 16:30:00,615,156,248,31,43,158,219
2022-01-08 16:40:00,615,153,220,31,43,151,205
2022-01-08 16:50:00,599,153,239,30,42,149,214
2022-01-08 17:00:00,603,144,252,28,40,149,206
2022-01-08 17:10:00,594,147,213,29,40,145,198
2022-01-08 17:20:00,575,142,213,26,39,146,196
2022-01-08 17:30:00,555,136,205,27,37,136,188
2022-01-08 17:40:00,531,127,229,26,35,129,188
2022-01-08 17:50:00,544,133,202,26,37,130,186
2022-01-08 18:00:00,530,127,215,24,35,134,181
2022-01-08 18:10:00,538,133,197,25,36,130,180
2022-01-08 18:20:00,515,131,187,26,35,128,180
2022-01-08 18:30:00,524,125,201,25,34,126,181
2022-01-08 18:40:00,530,131,206,26,37,132,189
2022-01-08 18:50:00,543,131,182,25,37,128,176
2022-01-08 19:00:00,530,130,213,25,37,129,182
2022-01-08 19:10:00,524,129,186,24,35,128,174
2022-01-08 19:20:00,514,130,178,25,35,122,176
2022-01-08 19:30:00,512,127,190,23,37,129,175
2022-01-08 19:40:00,531,125,197,24,34,122,179
2022-01-08 19:50:00,537,129,196,25,36,124,180
2022-01-08 20:00:00,517,126,184,25,35,126,182
2022-01-08 20:10:00,495,127,189,24,36,119,173
2022-01-08 20:20:00,504,124,201,23,34,120,172
2022-01-08 20:30:00,484,120,184,24,34,123,170
2022-01-08 20:40:00,485,116,202,23,33,121,162
2022-01-08 20:50:00,467,113,204,21,31,111,156
2022-01-08 21:00:00,467,118,187,22,32,115,163
2022-01-08 21:10:00,468,117,156,22,32,115,156
2022-01-08 21:20:00,464,111,189,21,31,114,160
2022-01-08 21:30:00,469,114,181,22,31,111,158
2022-01-08 21:40:00,464,114,162,23,32,118,164
2022-01-08 21:50:00,450,109,177,21,30,109,155
2022-01-08 22:00:00,459,112,158,22,31,110,159
2022-01-08 22:10:00,466,113,178,23,32,114,164
2022-01-08 22:20:00,475,113,162,23,32,116,157
2022-01-08 22:30:00,456,114,159,21,31,112,163
2022-01-08 22:40:00,459,112,156,22,31,104,155
2022-01-08 22:50:00,447,108,191,20,29,110,153
2022-01-08 23:00:00,443,107,170,21,30,104,150
2022-01-08 23:10:00,427,108,169,20,29,105,146
2022-01-08 23:20:00,424,105,158,20,30,103,143
2022-01-08 23:30:00,409,100,153,19,27,104,142
2022-01-08 23:40:00,368,92,150,17,24,89,125
2022-01-08 23:50:00,365,90,133,18,24,87,121
2022-01-09 00:00:00,397,98,157,20,26,94,137
2022-01-09 00:10:00,413,102,151,21,29,104,148
2022-01-09 00:20:00,415,103,152,20,27,98,143
2022-01-09 00:30:00,407,102,154,20,27,94,144
2022-01-09 00:40:00,412,99,155,19,27,98,143
2022-01-09 00:50:00,408,99,159,20,28,101,141
2022-01-09 01:00:00,416,96,153,20,28,103,141
2022-01-09 01:10:00,419,104,155,21,28,100,146
2022-01-09 01:20:00,420,106,180,21,28,106,148
2022-01-09 01:30:00,426,109,138,20,27,109,150
2022-01-09 01:40:00,448,107,163,20,30,107,148
2022-01-09 01:50:00,429,107,151,20,31,102,147
2022-01-09 02:00:00,438,92,143,19,27,95,148
2022-01-09 02:10:00,358,82,131,17,22,82,110
2022-01-09 02:20:00,317,75,130,15,21,76,109
2022-01-09 02:30:00,323,78,124,15,21,79,105
2022-01-09 02:40:00,326,77,124,16,23,79,109
2022-01-09 02:50:00,339,83,119,17,23,84,119
2022-01-09 03:00:00,356,86,136,18,24,86,122
2022-01-09 03:10:00,390,99,166,19,26,97,135
2022-01-09 03:20:00,398,100,164,19,27,100,141
2022-01-09 03:30:00,414,102,164,19,27,101,140
2022-01-09 03:40:00,423,101,167,20,26,99,146
2022-01-09 03:50:00,427,102,153,20,28,101,144
2022-01-09 04:00:00,435,105,162,20,29,105,145
2022-01-09 04:10:00,438,108,165,21,30,108,152
2022-01-09 04:20:00,457,109,164,21,31,110,153
2022-01-09 04:30:00,471,116,178,22,29,114,159
2022-01-09 04:40:00,439,106,167,22,29,112,152
2022-01-09 04:50:00,444,106,161,21,29,98,150
2022-01-09 05:00:00,414,104,148,19,28,103,143
2022-01-09 05:10:00,412,95,161,19,25,100,138
2022-01-09 05:20:00,399,98,139,19,26,97,133
2022-01-09 05:30:00,415,106,143,20,29,101,145
2022-01-09 05:40:00,428,105,165,21,29,103,151
2022-01-09 05:50:00,435,103,166,20,28,104,150
2022-01-09 06:00:00,437,102,162,20,30,105,147
2022-01-09 06:10:00,422,103,164,21,29,107,145
2022-01-09 06:20:00,437,102,158,20,28,106,151
2022-01-09 06:30:00,431,106,160,21,28,102,151
2022-01-09 06:40:00,444,109,185,21,30,107,155
2022-01-09 06:50:00,436,107,158,18,29,108,149
2022-01-09 07:00:00,436,104,157,20,27,102,147
2022-01-09 07:10:00,410,102,154,20,27,103,140
2022-01-09 07:20:00,400,100,146,18,25,97,140
2022-01-09 07:30:00,389,92,143,17,23,95,135
2022-01-09 07:40:00,355,84,147,17,24,87,122
2022-01-09 07:50:00,358,86,143,17,24,87,125
2022-01-09 08:00:00,354,83,135,18,23,83,124
2022-01-09 08:10:00,347,86,138,17,22,78,117
2022-01-09 08:20:00,339,78,107,14,22,82,113
2022-01-09 08:30:00,314,71,126,14,21,77,106
2022-01-09 08:40:00,307,72,111,14,20,77,106
2022-01-09 08:50:00,304,73,119,14,20,74,105
2022-01-09 09:00:00,299,75,114,14,20,73,102
2022-01-09 09:10:00,301,72,119,13,19,72,106
2022-01-09 09:20:00,291,70,108,13,18,69,97
2022-01-09 09:30:00,287,70,99,13,19,70,96
2022-01-09 09:40:00,297,71,106,14,19,72,100
2022-01-09 09:50:00,294,70,120,14,19,68,103
2022-01-09 10:00:00,320,76,117,15,22,77,104
2022-01-09 10:10:00,334,80,123,16,23,82,113
2022-01-09 10:20:00,367,86,139,18,24,89,121
2022-01-09 10:30:00,376,90,142,16,25,92,129
2022-01-09 10:40:00,367,93,133,18,24,91,122
2022-01-09 10:50:00,385,90,141,18,26,94,130
2022-01-09 11:00:00,400,95,146,20,25,94,135
2022-01-09 11:10:00,396,98,134,18,26,98,137
2022-01-09 11:20:00,409,97,154,18,28,97,137
2022-01-09 11:30:00,399,96,150,19,26,94,142
2022-01-09 11:40:00,395,95,155,19,26,97,136
2022-01-09 11:50:00,390,95,140,19,25,88,131
2022-01-09 12:00:00,378,90,137,17,24,87,129
2022-01-09 12:10:00,360,90,136,17,25,90,125
2022-01-09 12:20:00,349,82,128,15,23,86,116
2022-01-09 12:30:00,337,83,111,17,23,80,118
2022-01-09 12:40:00,346,83,141,15,23,83,113
2022-01-09 12:50:00,345,84,112,17,22,81,120
2022-01-09 13:00:00,347,86,137,16,22,86,124
2022-01-09 13:10:00,358,91,132,17,24,86,124
2022-01-09 13:20:00,384,89,139,17,24,94,129
2022-01-09 13:30:00,393,95,144,18,25,93,132
2022-01-09 13:40:00,405,98,140,18,26,93,136
2022-01-09 13:50:00,399,99,147,19,28,101,138
2022-01-09 14:00:00,435,105,155,18,29,102,147
2022-01-09 14:10:00,450,107,189,22,30,111,152
2022-01-09 14:20:00,471,115,161,22,32,115,162
2022-01-09 14:30:00,463,114,178,22,31,109,159
2022-01-09 14:40:00,478,114,182,23,32,121,162
2022-01-09 14:50:00,477,121,199,23,31,118,164
2022-01-09 15:00:00,482,110,168,23,32,112,164
2022-01-09 15:10:00,477,117,177,22,32,117,159
2022-01-09 15:20:00,470,120,172,23,32,116,161
2022-01-09 15:30:00,461,112,173,22,32,114,157
2022-01-09 15:40:00,463,113,181,22,31,112,157
2022-01-09 15:50:00,486,117,180,22,33,114,167
2022-01-09 16:00:00,482,116,172,22,32,118,162
2022-01-09 16:10:00,481,114,200,23,34,116,163
2022-01-09 16:20:00,501,123,197,25,34,123,175
2022-01-09 16:30:00,509,129,186,24,35,123,182
2022-01-09 16:40:00,515,127,187,25,35,124,178
2022-01-09 16:50:00,516,131,217,25,34,123,180
2022-01-09 17:00:00,524,128,195,25,35,131,186
2022-01-09 17:10:00,535,129,193,25,36,128,179
2022-01-09 17:20:00,522,127,203,24,34,123,172
2022-01-09 17:30:00,537,131,191,26,36,132,189
2022-01-09 17:40:00,544,136,229,27,37,135,189
2022-01-09 17:50:00,547,134,206,26,37,131,186
2022-01-09 18:00:00,585,139,223,28,38,146,197
2022-01-09 18:10:00,572,143,211,29,37,145,193
2022-01-09 18:20:00,557,134,198,27,37,133,191
2022-01-09 18:30:00,539,134,211,26,37,131,192
2022-01-09 18:40:00,543,134,198,26,36,137,188
2022-01-09 18:50:00,544,134,221,27,37,140,190
2022-01-09 19:00:00,568,137,213,27,38,135,193
2022-01-09 19:10:00,562,142,200,27,38,141,197
2022-01-09 19:20:00,580,140,198,26,38,140,200
2022-01-09 19:30:00,565,135,235,27,38,138,195
2022-01-09 19:40:00,556,134,234,26,39,133,196
2022-01-09 19:50:00,568,136,212,27,39,138,190
2022-01-09 20:00:00,537,133,206,26,35,126,188
2022-01-09 20:10:00,538,129,216,27,36,131,193
2022-01-09 20:20:00,540,133,198,26,37,129,180
2022-01-09 20:30:00,525,129,200,26,36,126,180
2022-01-09 20:40:00,535,132,191,25,36,129,185
2022-01-09 20:50:00,519,130,191,26,36,129,182
2022-01-09 21:00:00,535,135,196,26,38,134,182
2022-01-09 21:10:00,547,137,202,27,38,133,189
2022-01-09 21:20:00,542,127,196,23,37,129,184
2022-01-09 21:30:00,522,129,213,24,34,126,181
2022-01-09 21:40:00,505,122,170,24,34,123,170
2022-01-09 21:50:00,477,113,168,23,33,110,154
2022-01-09 22:00:00,456,105,164,20,28,104,151
2022-01-09 22:10:00,414,100,152,19,27,102,144
2022-01-09 22:20:00,418,96,148,20,27,99,140
2022-01-09 22:30:00,379,91,143,18,24,90,133
2022-01-09 22:40:00,370,86,140,16,23,84,122
2022-01-09 22:50:00,336,84,116,15,22,75,111
2022-01-09 23:00:00,304,69,96,9,18,72,105
2022-01-09 23:10:00,261,64,93,12,17,62,87
2022-01-09 23:20:00,259,63,101,12,17,62,88
2022-01-09 23:30:00,245,57,85,12,17,57,86
2022-01-09 23:40:00,238,57,69,10,14,56,80
2022-01-09 23:50:00,230,52,91,11,15,56,80
2022-01-10 00:00:00,291,67,118,14,18,72,102
2022-01-10 00:10:00,300,77,122,15,21,77,103
2022-01-10 00:20:00,324,75,121,15,20,76,106
2022-01-10 00:30:00,329,81,125,15,23,81,114
2022-01-10 00:40:00,331,79,136,16,22,81,111
2022-01-10 00:50:00,335,84,121,15,22,84,116
2022-01-10 01:00:00,348,77,118,16,21,81,115
2022-01-10 01:10:00,341,80,112,16,23,75,115
2022-01-10 01:20:00,331,78,112,15,22,80,115
2022-01-10 01:30:00,330,82,120,15,22,80,113
2022-01-10 01:40:00,347,81,140,17,24,85,117
2022-01-10 01:50:00,383,92,138,19,26,93,128
2022-01-10 02:00:00,363,83,140,15,23,80,123
2022-01-10 02:10:00,321,77,138,15,21,78,111
2022-01-10 02:20:00,312,75,106,15,21,76,106
2022-01-10 02:30:00,315,75,118,15,21,75,105
2022-01-10 02:40:00,316,71,107,15,20,76,107
2022-01-10 02:50:00,303,74,118,14,21,74,105
2022-01-10 03:00:00,330,80,119,16,22,79,112
2022-01-10 03:10:00,319,80,100,16,20,80,112
2022-01-10 03:20:00,335,82,105,16,23,80,114
2022-01-10 03:30:00,332,79,115,16,21,81,113
2022-01-10 03:40:00,324,78,119,16,22,81,115
2022-01-10 03:50:00,328,80,120,16,22,77,114
2022-01-10 04:00:00,334,80,124,16,22,80,115
2022-01-10 04:10:00,338,82,117,14,22,80,116
2022-01-10 04:20:00,352,82,141,16,23,83,117
2022-01-10 04:30:00,353,85,134,16,24,89,120
2022-01-10 04:40:00,367,89,136,17,24,91,126
2022-01-10 04:50:00,374,91,128,17,26,78,127
2022-01-10 05:00:00,366,92,121,18,25,90,125
2022-01-10 05:10:00,401,98,142,19,27,92,134
2022-01-10 05:20:00,402,100,139,20,28,99,135
2022-01-10 05:30:00,407,99,166,19,27,98,141
2022-01-10 05:40:00,419,101,178,20,28,100,141
2022-01-10 05:50:00,429,105,172,20,30,104,148
2022-01-10 06:00:00,416,105,170,20,28,104,147
2022-01-10 06:10:00,425,106,151,21,29,106,150
2022-01-10 06:20:00,429,106,156,20,28,99,150
2022-01-10 06:30:00,420,102,152,19,28,101,145
2022-01-10 06:40:00,406,100,157,20,28,99,134
2022-01-10 06:50:00,407,99,145,19,26,93,139
2022-01-10 07:00:00,405,98,157,19,27,99,137
2022-01-10 07:10:00,387,94,108,18,25,90,132
2022-01-10 07:20:00,371,88,125,18,24,87,122
2022-01-10 07:30:00,350,88,151,17,24,88,120
2022-01-10 07:40:00,361,86,135,16,23,86,124
2022-01-10 07:50:00,335,77,125,16,22,77,112
2022-01-10 08:00:00,324,81,92,15,20,78,110
2022-01-10 08:10:00,290,68,101,12,19,72,99
2022-01-10 08:20:00,278,65,89,13,18,63,94
2022-01-10 08:30:00,263,61,96,12,17,65,88
2022-01-10 08:40:00,254,60,96,11,17,61,89
2022-01-10 08:50:00,270,65,92,13,18,66,90
2022-01-10 09:00:00,273,66,118,13,19,65,94
2022-01-10 09:10:00,272,64,93,12,17,63,92
2022-01-10 09:20:00,264,64,101,11,16,64,89
2022-01-10 09:30:00,257,65,105,12,17,64,87
2022-01-10 09:40:00,263,64,97,12,17,59,86
2022-01-10 09:50:00,259,65,89,12,18,61,90
2022-01-10 10:00:00,270,65,88,13,17,66,91
2022-01-10 10:10:00,277,66,101,13,19,68,96
2022-01-10 10:20:00,289,69,110,14,19,70,100
2022-01-10 10:30:00,296,69,102,13,20,73,100
2022-01-10 10:40:00,293,72,117,14,19,72,103
2022-01-10 10:50:00,296,75,104,14,20,73,102
2022-01-10 11:00:00,293,71,111,14,19,72,101
2022-01-10 11:10:00,315,78,118,15,21,75,104
2022-01-10 11:20:00,324,79,113,16,22,77,113
2022-01-10 11:30:00,333,75,137,16,22,79,109
2022-01-10 11:40:00,323,80,121,15,21,79,112
2022-01-10 11:50:00,320,77,117,15,21,77,107
2022-01-10 12:00:00,321,77,121,15,21,75,111
2022-01-10 12:10:00,314,74,109,15,20,73,107
2022-01-10 12:20:00,302,77,104,15,20,75,105
2022-01-10 12:30:00,313,75,112,15,20,75,106
2022-01-10 12:40:00,329,77,110,16,23,78,110
2022-01-10 12:50:00,329,77,125,15,21,77,113
2022-01-10 13:00:00,340,81,130,16,22,81,115
2022-01-10 13:10:00,330,81,134,14,21,81,113
2022-01-10 13:20:00,338,82,126,16,23,83,116
2022-01-10 13:30:00,345,81,119,16,20,85,117
2022-01-10 13:40:00,344,83,129,16,23,82,118
2022-01-10 13:50:00,353,85,134,16,24,85,124
2022-01-10 14:00:00,349,86,137,16,23,87,121
2022-01-10 14:10:00,352,84,133,16,24,85,121
2022-01-10 14:20:00,367,88,130,18,24,90,124
2022-01-10 14:30:00,369,87,129,16,23,87,124
2022-01-10 14:40:00,356,86,140,16,24,87,124
2022-01-10 14:50:00,367,89,131,18,24,91,130
2022-01-10 15:00:00,368,92,132,17,25,92,132
2022-01-10 15:10:00,375,91,148,17,25,92,131
2022-01-10 15:20:00,399,95,166,18,25,96,133
2022-01-10 15:30:00,413,102,148,20,28,100,141
2022-01-10 15:40:00,422,102,150,20,29,98,144
2022-01-10 15:50:00,421,98,166,21,28,103,142
2022-01-10 16:00:00,431,103,153,20,28,103,151
2022-01-10 16:10:00,461,113,176,22,32,112,160
2022-01-10 16:20:00,478,114,179,23,32,115,162
2022-01-10 16:30:00,483,116,166,23,34,115,162
2022-01-10 16:40:00,507,124,193,24,34,119,174
2022-01-10 16:50:00,494,122,200,23,33,119,168
2022-01-10 17:00:00,474,114,183,23,32,115,167
2022-01-10 17:10:00,481,121,166,23,32,118,168
2022-01-10 17:20:00,478,116,183,24,33,117,165
2022-01-10 17:30:00,480,116,171,23,31,115,163
2022-01-10 17:40:00,459,115,154,21,31,113,158
2022-01-10 17:50:00,470,119,187,23,31,114,162
2022-01-10 18:00:00,476,122,189,24,34,121,171
2022-01-10 18:10:00,483,115,171,24,34,120,168
2022-01-10 18:20:00,488,117,179,22,33,117,167
2022-01-10 18:30:00,492,118,177,23,33,116,170
2022-01-10 18:40:00,505,123,203,24,35,122,168
2022-01-10 18:50:00,524,132,202,24,35,122,185
2022-01-10 19:00:00,553,129,189,25,38,125,184
2022-01-10 19:10:00,555,135,222,27,37,138,187
2022-01-10 19:20:00,554,134,233,27,37,140,192
2022-01-10 19:30:00,548,133,201,25,38,131,191
2022-01-10 19:40:00,559,138,202,27,37,140,191
2022-01-10 19:50:00,554,137,207,27,38,132,194
2022-01-10 20:00:00,565,134,215,27,37,133,183
2022-01-10 20:10:00,532,134,228,26,38,134,184
2022-01-10 20:20:00,540,134,217,27,36,131,187
2022-01-10 20:30:00,523,131,208,23,36,131,178
2022-01-10 20:40:00,519,123,209,25,34,126,178
2022-01-10 20:50:00,489,119,184,23,33,120,165
2022-01-10 21:00:00,490,122,202,24,34,120,170
2022-01-10 21:10:00,486,119,196,23,32,117,163
2022-01-10 21:20:00,466,115,185,23,32,114,161
2022-01-10 21:30:00,473,116,179,23,32,119,162
2022-01-10 21:40:00,464,112,169,22,31,117,153
2022-01-10 21:50:00,451,106,166,21,29,103,152
2022-01-10 22:00:00,425,99,158,19,28,102,140
2022-01-10 22:10:00,401,95,149,19,27,98,139
2022-01-10 22:20:00,379,96,140,18,26,92,126
2022-01-10 22:30:00,369,87,134,18,24,85,123
2022-01-10 22:40:00,351,78,140,16,22,85,120
2022-01-10 22:50:00,335,79,114,17,21,78,117
2022-01-10 23:00:00,311,71,94,13,20,74,102
2022-01-10 23:10:00,268,62,92,11,18,64,90
2022-01-10 23:20:00,245,57,73,11,15,58,85
2022-01-10 23:30:00,238,53,80,10,13,49,70
2022-01-10 23:40:00,210,45,71,9,12,50,70
2022-01-10 23:50:00,197,47,81,9,13,45,67
2022-01-11 00:00:00,266,65,94,12,18,62,89
2022-01-11 00:10:00,276,70,104,13,18,68,98
2022-01-11 00:20:00,307,76,114,14,19,70,107
2022-01-11 00:30:00,322,78,126,15,22,79,107
2022-01-11 00:40:00,353,86,135,17,23,86,120
2022-01-11 00:50:00,389,97,147,18,27,97,129
2022-01-11 01:00:00,427,107,148,20,27,99,142
2022-01-11 01:10:00,434,106,155,21,29,106,149
2022-01-11 01:20:00,456,112,181,22,30,115,158
2022-01-11 01:30:00,493,120,201,23,32,115,166
2022-01-11 01:40:00,534,127,196,25,35,127,179
2022-01-11 01:50:00,553,128,194,26,35,133,189
2022-01-11 02:00:00,554,127,198,26,36,129,183
2022-01-11 02:10:00,505,126,181,24,36,129,175
2022-01-11 02:20:00,498,124,197,24,33,120,178
2022-01-11 02:30:00,513,125,187,25,35,124,176
2022-01-11 02:40:00,498,113,167,23,32,112,169
2022-01-11 02:50:00,478,116,169,23,32,117,154
2022-01-11 03:00:00,461,110,161,20,31,112,157
2022-01-11 03:10:00,429,107,167,20,28,110,152
2022-01-11 03:20:00,443,110,166,20,30,107,156
2022-01-11 03:30:00,437,112,178,20,31,106,152
2022-01-11 03:40:00,454,107,163,21,29,110,154
2022-01-11 03:50:00,428,107,157,22,29,108,153
2022-01-11 04:00:00,432,102,169,21,28,102,145
2022-01-11 04:10:00,437,105,172,20,28,105,148
2022-01-11 04:20:00,442,107,175,21,30,108,155
2022-01-11 04:30:00,469,117,156,22,31,112,160
2022-01-11 04:40:00,481,116,177,23,32,120,162
2022-01-11 04:50:00,476,120,195,23,33,116,168
2022-01-11 05:00:00,508,124,191,24,34,124,174
2022-01-11 05:10:00,496,123,178,22,34,123,172
2022-01-11 05:20:00,503,122,186,24,32,122,176
2022-01-11 05:30:00,486,119,181,23,34,118,167
2022-01-11 05:40:00,487,121,187,23,32,123,168
2022-01-11 05:50:00,505,124,187,23,33,116,173
2022-01-11 06:00:00,483,124,187,22,33,119,174
2022-01-11 06:10:00,494,119,187,23,32,116,162
2022-01-11 06:20:00,461,113,175,21,31,115,154
2022-01-11 06:30:00,459,107,162,22,30,112,154
2022-01-11 06:40:00,435,107,165,21,29,110,155
2022-01-11 06:50:00,441,108,165,21,29,110,155
2022-01-11 07:00:00,442,109,168,21,28,107,153
2022-01-11 07:10:00,431,98,152,20,28,102,144
2022-01-11 07:20:00,420,99,147,20,25,97,139
2022-01-11 07:30:00,397,98,141,20,28,101,140
2022-01-11 07:40:00,408,100,148,20,27,97,142
2022-01-11 07:50:00,418,99,159,20,27,99,142
2022-01-11 08:00:00,400,98,154,19,26,102,138
2022-01-11 08:10:00,401,95,122,19,28,99,133
2022-01-11 08:20:00,398,98,161,19,28,95,137
2022-01-11 08:30:00,390,95,137,18,25,94,132
2022-01-11 08:40:00,395,93,149,18,25,96,131
2022-01-11 08:50:00,383,96,160,19,25,95,134
2022-01-11 09:00:00,390,99,156,18,26,96,138
2022-01-11 09:10:00,404,97,148,19,27,92,135
2022-01-11 09:20:00,415,98,168,19,28,92,139
2022-01-11 09:30:00,404,97,144,19,28,97,145
2022-01-11 09:40:00,402,101,150,19,26,97,140
2022-01-11 09:50:00,385,90,136,16,24,91,124
2022-01-11 10:00:00,367,87,136,17,24,87,123
2022-01-11 10:10:00,375,90,148,17,25,83,128
2022-01-11 10:20:00,362,85,124,16,23,89,123
2022-01-11 10:30:00,347,84,147,16,23,84,118
2022-01-11 10:40:00,345,85,129,17,23,84,118
2022-01-11 10:50:00,350,81,125,16,23,83,117
2022-01-11 11:00:00,323,77,121,15,20,79,108
2022-01-11 11:10:00,312,78,109,15,21,73,108
2022-01-11 11:20:00,331,79,128,15,23,78,113
2022-01-11 11:30:00,353,87,119,17,24,84,124
2022-01-11 11:40:00,368,88,128,18,25,90,125
2022-01-11 11:50:00,394,96,137,19,26,94,132
2022-01-11 12:00:00,397,98,145,19,28,98,138
2022-01-11 12:10:00,402,100,153,19,27,98,138
2022-01-11 12:20:00,428,102,141,21,28,101,147
2022-01-11 12:30:00,427,105,166,21,30,107,149
2022-01-11 12:40:00,455,112,172,21,30,109,157
2022-01-11 12:50:00,466,114,182,22,31,110,161
2022-01-11 13:00:00,464,111,175,23,33,113,164
2022-01-11 13:10:00,468,119,171,23,32,112,165
2022-01-11 13:20:00,458,113,166,21,31,114,154
2022-01-11 13:30:00,447,110,166,22,29,106,149
2022-01-11 13:40:00,415,103,149,19,27,100,145
2022-01-11 13:50:00,407,98,163,19,27,97,137
